name,michelin_award,city,cuisine1,cuisine2,lon,lat,description,cuisine
Albert 1er,1,Chamonix-Mont-Blanc,Classic Cuisine,,6.8739886,45.9249264,"Founded in 1903, this establishment is now in the hands",
Alchemist,2,Copenhagen,Innovative,,12.6137461,55.6940951,An immersive and perfectly choreographed dining experience. The 50-course,Innovative
Alchemist,2,Copenhagen,Innovative,,12.6137461,55.6940951,An immersive and perfectly choreographed dining experience. The 50-course,
Alchimiste,1,Tokyo,French,,139.723137,35.637544,Alchemy is the secret art of changing base metals into,French
Alchimiste,1,Tokyo,French,,139.723137,35.637544,Alchemy is the secret art of changing base metals into,
Alchémille,1,Kaysersberg,Modern Cuisine,Creative,7.2497298,48.148764,"Chef Jérôme Jaegle, from Alsace, has an impressive CV – having",Modern Cuisine
Alchémille,1,Kaysersberg,Modern Cuisine,Creative,7.2497298,48.148764,"Chef Jérôme Jaegle, from Alsace, has an impressive CV – having",Creative
Alcyone,1,Marseille,Mediterranean Cuisine,,5.369905,43.29808,Lionel Lévy is a proud captain at the helm of,Mediterranean Cuisine
Alcyone,1,Marseille,Mediterranean Cuisine,,5.369905,43.29808,Lionel Lévy is a proud captain at the helm of,
Alejandro Serrano,1,Miranda de Ebro,Modern Cuisine,,-2.9422715,42.6863866,"A real gastronomic surprise! The chef at this restaurant, who",Modern Cuisine
Alejandro Serrano,1,Miranda de Ebro,Modern Cuisine,,-2.9422715,42.6863866,"A real gastronomic surprise! The chef at this restaurant, who",
Alevante,1,Novo Sancti Petri,Creative,,-6.1641536,36.346905,"A meticulous decor, maritime - inspired designer detail and professionalism are",Creative
Alevante,1,Novo Sancti Petri,Creative,,-6.1641536,36.346905,"A meticulous decor, maritime - inspired designer detail and professionalism are",
Alexander Herrmann by Tobias Bätz,2,Wirsberg,Creative,,11.6069241,50.1073707,"This trendy, modern and elegant restaurant acts as the backdrop",Creative
Alexander Herrmann by Tobias Bätz,2,Wirsberg,Creative,,11.6069241,50.1073707,"This trendy, modern and elegant restaurant acts as the backdrop",
Alfred Keller,1,Mali Lošinj,Modern Cuisine,Creative,14.4580907,44.5308235,This elegant restaurant housed in the Alhambra Boutique Hotel boasts,Modern Cuisine
Alfred Keller,1,Mali Lošinj,Modern Cuisine,Creative,14.4580907,44.5308235,This elegant restaurant housed in the Alhambra Boutique Hotel boasts,Creative
Alfredo,1,Cologne,Italian,Mediterranean Cuisine,6.9529976,50.9386795,Roberto Carturan is following unashamedly in the footsteps of this,Italian
Alfredo,1,Cologne,Italian,Mediterranean Cuisine,6.9529976,50.9386795,Roberto Carturan is following unashamedly in the footsteps of this,Mediterranean Cuisine
Alinea,3,Chicago,Contemporary,Creative,-87.648174,41.9132737,Chef Grant Achatz&nbsp;continues to&nbsp;burst&nbsp;with novel ideas at,Contemporary
Alinea,3,Chicago,Contemporary,Creative,-87.648174,41.9132737,Chef Grant Achatz&nbsp;continues to&nbsp;burst&nbsp;with novel ideas at,Creative
Alkimia,1,Barcelona,Modern Cuisine,,2.1635878,41.3826841,"Alkimia boasts a striking design, with an avant-garde nod",Modern Cuisine
Alkimia,1,Barcelona,Modern Cuisine,,2.1635878,41.3826841,"Alkimia boasts a striking design, with an avant-garde nod",
All'Enoteca,1,Canale,Modern Cuisine,,7.9931019,44.7969211,"Occupying the first floor of a central 19C palazzo, this",Modern Cuisine
All'Enoteca,1,Canale,Modern Cuisine,,7.9931019,44.7969211,"Occupying the first floor of a central 19C palazzo, this",
All'Oro,1,Rome,Creative,Italian Contemporary,12.4730035,41.9140073,"Enjoy cuisine created by Riccardo, the restaurant’s owner-chef",Creative
All'Oro,1,Rome,Creative,Italian Contemporary,12.4730035,41.9140073,"Enjoy cuisine created by Riccardo, the restaurant’s owner-chef",Italian Contemporary
Alliance,1,Paris,Modern Cuisine,,2.3532787,48.8500098,Alliance brings together two alumni of the restaurant Agapé Substance,Modern Cuisine
Alliance,1,Paris,Modern Cuisine,,2.3532787,48.8500098,Alliance brings together two alumni of the restaurant Agapé Substance,
Allium,1,Quimper,Creative,,-4.09825,47.97616,Frédérique and Lionel Hénaff have founded the restaurant of their,Creative
Allium,1,Quimper,Creative,,-4.09825,47.97616,Frédérique and Lionel Hénaff have founded the restaurant of their,
Allium at Askham Hall,1,Askham,Modern British,,-2.75094,54.6084828,Relax by the fire in the cosy sitting room of,Modern British
Allium at Askham Hall,1,Askham,Modern British,,-2.75094,54.6084828,Relax by the fire in the cosy sitting room of,
Alléno Paris au Pavillon Ledoyen,3,Paris,Creative,,2.3164993,48.8660932,This Parisian institution – in an elegant pavilion in the Champs,Creative
Alléno Paris au Pavillon Ledoyen,3,Paris,Creative,,2.3164993,48.8660932,This Parisian institution – in an elegant pavilion in the Champs,
Alma,2,Lisbon,Creative,,-9.1411358,38.7101662,Located in the heart of the Chiado district in an,Creative
Alma,2,Lisbon,Creative,,-9.1411358,38.7101662,Located in the heart of the Chiado district in an,
Alma,1,Singapore,European Contemporary,,103.8345,1.308678,"Severely injured due to an accident, executive chef Haikal keeps",European Contemporary
Alma,1,Singapore,European Contemporary,,103.8345,1.308678,"Severely injured due to an accident, executive chef Haikal keeps",
Alois - Dallmayr Fine Dining,2,Munich,Modern French,Creative,11.5771486,48.1384394,In both the delicatessen and the gourmet restaurant of this,Modern French
Alois - Dallmayr Fine Dining,2,Munich,Modern French,Creative,11.5771486,48.1384394,In both the delicatessen and the gourmet restaurant of this,Creative
Alouette,1,Copenhagen,Modern Cuisine,,12.5758339,55.6625132,"There’s an underground, rock ‘n’ roll vibe to this",Modern Cuisine
Alouette,1,Copenhagen,Modern Cuisine,,12.5758339,55.6625132,"There’s an underground, rock ‘n’ roll vibe to this",
Aloë,2,Stockholm,Creative,,17.9857179,59.2843177,"Two talented chefs run this warm, welcoming restaurant, which is",Creative
Aloë,2,Stockholm,Creative,,17.9857179,59.2843177,"Two talented chefs run this warm, welcoming restaurant, which is",
Alpenblick,1,Wilderswil,Creative,Country cooking,7.8601193,46.6638943,Richard and Yvonne Stöckli have been running this traditional Swiss,Creative
Alpenblick,1,Wilderswil,Creative,Country cooking,7.8601193,46.6638943,Richard and Yvonne Stöckli have been running this traditional Swiss,Country cooking
Alpenblick - Stuba,1,Adelboden,Modern Cuisine,Fusion,7.5608287,46.4936682,Regional charm coupled with a touch of elegance. In addition,Modern Cuisine
Alpenblick - Stuba,1,Adelboden,Modern Cuisine,Fusion,7.5608287,46.4936682,Regional charm coupled with a touch of elegance. In addition,Fusion
Alpenroyal Gourmet,1,Selva di Val Gardena,Creative,,11.7463421,46.5588796,"Open only in the evening, the gourmet restaurant of the",Creative
Alpenroyal Gourmet,1,Selva di Val Gardena,Creative,,11.7463421,46.5588796,"Open only in the evening, the gourmet restaurant of the",
Alpine Gourmet Prato Borni,1,Zermatt,Creative,Country cooking,7.7462776,46.0198173,"The inlay work panelling, opulent Maria-Theresia chandeliers and fine",Creative
Alpine Gourmet Prato Borni,1,Zermatt,Creative,Country cooking,7.7462776,46.0198173,"The inlay work panelling, opulent Maria-Theresia chandeliers and fine",Country cooking
Alt Wyk,1,Wyk,Classic Cuisine,,8.5709235,54.690147,"The cosy, elegant parlours with their Friesian charm make for",Classic Cuisine
Alt Wyk,1,Wyk,Classic Cuisine,,8.5709235,54.690147,"The cosy, elegant parlours with their Friesian charm make for",
Alte Baiz,1,Neuhausen,Modern Cuisine,Creative,8.7698923,48.8182854,Grüner Wald has received a new gastronomic addition: a cosy,Modern Cuisine
Alte Baiz,1,Neuhausen,Modern Cuisine,Creative,8.7698923,48.8182854,Grüner Wald has received a new gastronomic addition: a cosy,Creative
Alte Pfarrey,1,Neuleiningen,Modern French,Classic Cuisine,8.1383203,49.5421778,At Alte Pfarrey you can eat in the classic period,Modern French
Alte Pfarrey,1,Neuleiningen,Modern French,Classic Cuisine,8.1383203,49.5421778,At Alte Pfarrey you can eat in the classic period,Classic Cuisine
Alte Schule - Klassenzimmer,1,Feldberger Seenlandschaft,Modern Cuisine,Country cooking,13.5032425,53.3363358,The name Klassenzimmer is the only reminder of this restaurant,Modern Cuisine
Alte Schule - Klassenzimmer,1,Feldberger Seenlandschaft,Modern Cuisine,Country cooking,13.5032425,53.3363358,The name Klassenzimmer is the only reminder of this restaurant,Country cooking
Altermezzo,1,Tongeren,Creative,,5.4657753,50.8024317,You will immediately feel at home in the brazenly trendy,Creative
Altermezzo,1,Tongeren,Creative,,5.4657753,50.8024317,You will immediately feel at home in the brazenly trendy,
Amador,3,Vienna,Creative,Contemporary,16.3586003,48.2540114,The location of this stylish restaurant in the brick vaults,Creative
Amador,3,Vienna,Creative,Contemporary,16.3586003,48.2540114,The location of this stylish restaurant in the brick vaults,Contemporary
Amarone,1,Rotterdam,Modern French,,4.483346,51.9223914,"Amarone has a distinctly classy feel, with its luxurious and",Modern French
Amarone,1,Rotterdam,Modern French,,4.483346,51.9223914,"Amarone has a distinctly classy feel, with its luxurious and",
Amaya,1,London,Indian,,-0.1572179,51.4991357,"Unlike it's contemporaries, this modern Indian restaurant delivers a",Indian
Amaya,1,London,Indian,,-0.1572179,51.4991357,"Unlike it's contemporaries, this modern Indian restaurant delivers a",
Amazing Chinese Cuisine (Changning),1,Shanghai,Chao Zhou,,121.3889,31.202995,"This restaurant excels at high-end Chao Zhou cuisine, ranging",Chao Zhou
Amazing Chinese Cuisine (Changning),1,Shanghai,Chao Zhou,,121.3889,31.202995,"This restaurant excels at high-end Chao Zhou cuisine, ranging",
Amber,2,Hong Kong,French Contemporary,,114.1577065,22.2805311,There has been a radical revamp at this restaurant helmed,French Contemporary
Amber,2,Hong Kong,French Contemporary,,114.1577065,22.2805311,There has been a radical revamp at this restaurant helmed,
Ambivium,1,Peñafiel,Modern Cuisine,,-4.0875496,41.5946148,"Located on the famous Pago de Carraovejas wine estate, where",Modern Cuisine
Ambivium,1,Peñafiel,Modern Cuisine,,-4.0875496,41.5946148,"Located on the famous Pago de Carraovejas wine estate, where",
Ambroisie,1,Saint-Didier-de-la-Tour,Modern Cuisine,,5.4875038,45.560381,"Large bay windows looking out onto the lake, an intimate",Modern Cuisine
Ambroisie,1,Saint-Didier-de-la-Tour,Modern Cuisine,,5.4875038,45.560381,"Large bay windows looking out onto the lake, an intimate",
Amelia by Paulo Airaudo,2,Donostia / San Sebastián,Creative,,-1.9859469,43.3168594,A personal restaurant with a difference located along the Playa,Creative
Amelia by Paulo Airaudo,2,Donostia / San Sebastián,Creative,,-1.9859469,43.3168594,A personal restaurant with a difference located along the Playa,
Aminta Resort,1,Genazzano,Creative,,12.966885,41.81092,Surrounded by hills planted with olive trees and crops that,Creative
Aminta Resort,1,Genazzano,Creative,,12.966885,41.81092,Surrounded by hills planted with olive trees and crops that,
Amistà,1,San Pietro in Cariano,Modern Cuisine,Italian Contemporary,10.899484,45.48968,Occupying a corner of the stunning Hotel Byblos (or the,Modern Cuisine
Amistà,1,San Pietro in Cariano,Modern Cuisine,Italian Contemporary,10.899484,45.48968,Occupying a corner of the stunning Hotel Byblos (or the,Italian Contemporary
Andra Mari,1,Galdakao,Traditional Cuisine,Contemporary,-2.8325069,43.2343555,An attractive farmhouse located in the upper part of town,Traditional Cuisine
Andra Mari,1,Galdakao,Traditional Cuisine,Contemporary,-2.8325069,43.2343555,An attractive farmhouse located in the upper part of town,Contemporary
Andreina,1,Loreto,Regional Cuisine,,13.6208829,43.4404449,"Skipping a generation, Errico has now taken over from his",Regional Cuisine
Andreina,1,Loreto,Regional Cuisine,,13.6208829,43.4404449,"Skipping a generation, Errico has now taken over from his",
Andreu Genestra,1,Capdepera,Creative,,3.4286962,39.7134139,Discover the authentic flavours of the island in this restaurant,Creative
Andreu Genestra,1,Capdepera,Creative,,3.4286962,39.7134139,Discover the authentic flavours of the island in this restaurant,
Andrew Fairlie at Gleneagles,2,Auchterarder,Modern French,,-3.7517344,56.2832316,Hidden away in the depths of the world-famous Gleneagles,Modern French
Andrew Fairlie at Gleneagles,2,Auchterarder,Modern French,,-3.7517344,56.2832316,Hidden away in the depths of the world-famous Gleneagles,
Andō,1,Hong Kong,Innovative,,114.1553834,22.2817911,Born in Argentina but having honed his skills in Japan,Innovative
Andō,1,Hong Kong,Innovative,,114.1553834,22.2817911,Born in Argentina but having honed his skills in Japan,
Angelo Sabatelli,1,Putignano,Modern Cuisine,,17.1227135,40.8500527,"Having recently moved to the historic centre, this chef seems",Modern Cuisine
Angelo Sabatelli,1,Putignano,Modern Cuisine,,17.1227135,40.8500527,"Having recently moved to the historic centre, this chef seems",
Angle,2,Barcelona,Modern Cuisine,,2.1597015,41.3882671,"Located inside the Hotel Cram, Angle has a contemporary look",Modern Cuisine
Angle,2,Barcelona,Modern Cuisine,,2.1597015,41.3882671,"Located inside the Hotel Cram, Angle has a contemporary look",
Angler,1,London,Seafood,,-0.086521,51.5189674,"As the restaurant’s name suggests, fish is the mainstay",Seafood
Angler,1,London,Seafood,,-0.086521,51.5189674,"As the restaurant’s name suggests, fish is the mainstay",
Angler SF,1,San Francisco,Contemporary,Seafood,-122.39213,37.793167,"As the name suggests, there's an angling theme at",Contemporary
Angler SF,1,San Francisco,Contemporary,Seafood,-122.39213,37.793167,"As the name suggests, there's an angling theme at",Seafood
Aniar,1,Galway,Modern Cuisine,Irish,-9.0569977,53.2712451,"Both the décor and the cooking at this stylish, laid",Modern Cuisine
Aniar,1,Galway,Modern Cuisine,Irish,-9.0569977,53.2712451,"Both the décor and the cooking at this stylish, laid",Irish
Anima,1,Tuttlingen,Creative,Modern Cuisine,8.82098,47.9863428,This restaurant is located in a residential and shopping complex,Creative
Anima,1,Tuttlingen,Creative,Modern Cuisine,8.82098,47.9863428,This restaurant is located in a residential and shopping complex,Modern Cuisine
Anna Stuben,1,Ortisei,Creative,,11.6732881,46.5723078,Many brilliant ‘Anna’s’ have cooked in this family - run,Creative
Anna Stuben,1,Ortisei,Creative,,11.6732881,46.5723078,Many brilliant ‘Anna’s’ have cooked in this family - run,
Anne,1,Paris,Contemporary,,2.3659006,48.8561771,"The name pays tribute to Anne of Austria, Queen of",Contemporary
Anne,1,Paris,Contemporary,,2.3659006,48.8561771,"The name pays tribute to Anne of Austria, Queen of",
Anne de Bretagne,2,La Plaine-sur-Mer,Modern Cuisine,,-2.2134222,47.1547317,The large dining area overlooking the sea is the main,Modern Cuisine
Anne de Bretagne,2,La Plaine-sur-Mer,Modern Cuisine,,-2.2134222,47.1547317,The large dining area overlooking the sea is the main,
Anne-Sophie Pic,2,Lausanne,Creative,,6.6297747,46.5080909,The famous French chef who gives her name to this,Creative
Anne-Sophie Pic,2,Lausanne,Creative,,6.6297747,46.5080909,The famous French chef who gives her name to this,
Anthony's Kitchen,1,Meerbusch,International,Innovative,6.6826348,51.2571687,This place is a smart mix of restaurant and cookery,International
Anthony's Kitchen,1,Meerbusch,International,Innovative,6.6826348,51.2571687,This place is a smart mix of restaurant and cookery,Innovative
Antica Corona Reale,2,Cervere,Piedmontese,Regional Cuisine,7.788635,44.63505,An extraordinary restaurant serving excellent Piedmontese cuisine and run by,Piedmontese
Antica Corona Reale,2,Cervere,Piedmontese,Regional Cuisine,7.788635,44.63505,An extraordinary restaurant serving excellent Piedmontese cuisine and run by,Regional Cuisine
Antica Corte Pallavicina,1,Polesine Parmense,Country cooking,,10.0859923,45.0212099,"This property, which resembles a castle, was built as a",Country cooking
Antica Corte Pallavicina,1,Polesine Parmense,Country cooking,,10.0859923,45.0212099,"This property, which resembles a castle, was built as a",
Antica Osteria Cera,2,Lughetto,Seafood,Modern Cuisine,12.1302222,45.3881476,"Renowned for decades for its excellent fish, this restaurant delights",Seafood
Antica Osteria Cera,2,Lughetto,Seafood,Modern Cuisine,12.1302222,45.3881476,"Renowned for decades for its excellent fish, this restaurant delights",Modern Cuisine
Antica Osteria Nonna Rosa,1,Vico Equense,Modern Cuisine,,14.433489,40.6611803,The dining room at this restaurant has the warm ambience,Modern Cuisine
